Event	ID	Name			Wwise Object Path	Notes
	267911644	Play_Dialogue			\Dialogue\Play_Dialogue	
	703352881	Play_Weapon_Swing			\Combat\Play_Weapon_Swing	
	1602358412	Play_Footstep			\Character\Play_Footstep	
	1660008929	Play_Door_Open			\Objects\Play_Door_Open	
	1806488964	Play_Menu_Return			\Menu\Play_Menu_Return	
	1840670240	Leave_Menu			\Menu\Leave_Menu	
	2167056030	Play_Menu_Select			\Menu\Play_Menu_Select	
	2417331897	Play_Menu_Scroll			\Menu\Play_Menu_Scroll	
	3249275730	Play_Dialogue_End			\Dialogue\Play_Dialogue_End	
	3422541661	Pause_Menu			\Menu\Pause_Menu	
	3689126666	Play_Jump			\Character\Play_Jump	
	3735555653	Play_Menu_Slider			\Menu\Play_Menu_Slider	
	3739832523	Play_Weapon_Impact			\Combat\Play_Weapon_Impact	
	4285282925	Play_Land			\Character\Play_Land	

Switch Group	ID	Name			Wwise Object Path	Notes
	1088209313	Floor			\Footstep_Switches\Floor	
	1625387345	Player_Weapon			\Combat_Switches\Player_Weapon	
	1772252326	Player_Armor			\Footstep_Switches\Player_Armor	
	4064446173	Surface_Type			\Combat_Switches\Surface_Type	

Switch	ID	Name	Switch Group			Notes
	83925039	fs_Grass	Floor			
	834223070	fs_Stone	Floor			
	2517613408	fs_Dirt	Floor			
	3616930680	fs_Wood	Floor			
	2454616260	Sword	Player_Weapon			
	2523406417	Crossbow	Player_Weapon			
	2695658315	Fist	Player_Weapon			
	564569494	MetalPlate	Player_Armor			
	1842129769	Chainmail	Player_Armor			
	3624926856	Leather	Player_Armor			
	1153642577	Flesh	Surface_Type			
	1216965916	Stone	Surface_Type			
	2058049674	Wood	Surface_Type			
	2195636714	Dirt	Surface_Type			

Game Parameter	ID	Name			Wwise Object Path	Notes
	786572618	Reverb_OnOff			\Reverb\Reverb_OnOff	
	1006694123	Music_Volume			\Options\Music_Volume	
	1029930033	SS_Air_Fury			\Factory SoundSeed Air Game Syncs\SS_Air_Fury	
	1564184899	SFX_Volume			\Options\SFX_Volume	
	3074696722	SS_Air_Size			\Factory SoundSeed Air Game Syncs\SS_Air_Size	
	4179668880	Master_Volume			\Options\Master_Volume	

Audio Bus	ID	Name			Wwise Object Path	Notes
	436743010	Character			\Default Work Unit\Master Audio Bus\World_Sound\Character	
	805203703	Master Secondary Bus			\Default Work Unit\Master Secondary Bus	
	951797413	Non-World_Sound			\Default Work Unit\Master Audio Bus\Non-World_Sound	
	1695690031	Objects			\Default Work Unit\Master Audio Bus\World_Sound\Objects	
	1705094007	World_Sound			\Default Work Unit\Master Audio Bus\World_Sound	
	2607556080	Menu			\Default Work Unit\Master Audio Bus\Non-World_Sound\Menu	
	2764240573	Combat			\Default Work Unit\Master Audio Bus\World_Sound\Combat	
	3803692087	Master Audio Bus			\Default Work Unit\Master Audio Bus	
	3991942870	Music			\Default Work Unit\Master Audio Bus\Non-World_Sound\Music	

Auxiliary Bus	ID	Name			Wwise Object Path	Notes
	2991323841	Reverb_Sewers			\Default Work Unit\Master Audio Bus\World_Sound\Reverb_Sewers	

Effect plug-ins	ID	Name	Type				Notes
	341828242	Wwise Parametric EQ (Custom)	Wwise Parametric EQ			
	1706684651	Plate_Medium	Wwise RoomVerb			

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	308963	DialogueEnd	C:\Users\acort\Documents\GitHub\ShatteredGame\Shattered\.cache\Windows\SFX\DialogueEnd_9E69E797.wem		\Actor-Mixer Hierarchy\Dialogue\Dialogue\DialogueEnd		176464
	408051	FOOTSTEP - Metal Board Walk Barefoot Male - 27	C:\Users\acort\Documents\GitHub\ShatteredGame\Shattered\.cache\Windows\SFX\FOOTSTEP - Metal Board Walk Barefoot Male - 27_9E69E797.wem		\Actor-Mixer Hierarchy\Character\footstep_surface_type\fs_wood\FOOTSTEP - Metal Board Walk Barefoot Male - 27		44094
	7752225	Grassy_Steps_1	C:\Users\acort\Documents\GitHub\ShatteredGame\Shattered\.cache\Windows\SFX\Grassy_Steps_1_9E69E797.wem		\Actor-Mixer Hierarchy\Character\footstep_surface_type\fs_grass\Grassy_Steps_1		128772
	23408836	197780__samulis__footstep-on-stone-3	C:\Users\acort\Documents\GitHub\ShatteredGame\Shattered\.cache\Windows\SFX\197780__samulis__footstep-on-stone-3_C8545036.wem		\Actor-Mixer Hierarchy\Character\footstep_surface_type\fs_stone\197780__samulis__footstep-on-stone-3		67968
	42216103	footsteps_wood_jump_land_02	C:\Users\acort\Documents\GitHub\ShatteredGame\Shattered\.cache\Windows\SFX\footsteps_wood_jump_land_02_9E69E797.wem		\Actor-Mixer Hierarchy\Character\land_surface_type\land_wood\footsteps_wood_jump_land_02		88264
	53994213	FOOTSTEP - Metal Board Walk Barefoot Male - 2	C:\Users\acort\Documents\GitHub\ShatteredGame\Shattered\.cache\Windows\SFX\FOOTSTEP - Metal Board Walk Barefoot Male - 2_9E69E797.wem		\Actor-Mixer Hierarchy\Character\footstep_surface_type\fs_wood\FOOTSTEP - Metal Board Walk Barefoot Male - 2		41022
	80030715	footsteps_gravel_05	C:\Users\acort\Documents\GitHub\ShatteredGame\Shattered\.cache\Windows\SFX\footsteps_gravel_05_9E69E797.wem		\Actor-Mixer Hierarchy\Character\footstep_surface_type\fs_dirt\footsteps_gravel_05		153392
	81650940	FOOTSTEP - Metal Board Run Barefoot Male - 10	C:\Users\acort\Documents\GitHub\ShatteredGame\Shattered\.cache\Windows\SFX\FOOTSTEP - Metal Board Run Barefoot Male - 10_9E69E797.wem		\Actor-Mixer Hierarchy\Character\footstep_surface_type\fs_wood\FOOTSTEP - Metal Board Run Barefoot Male - 10		30270
	111688755	Menu_Slider	C:\Users\acort\Documents\GitHub\ShatteredGame\Shattered\.cache\Windows\SFX\Menu_Slider_9E69E797.wem		\Actor-Mixer Hierarchy\UI\Menu\Menu_Slider		352864
	156876857	Dialogue	C:\Users\acort\Documents\GitHub\ShatteredGame\Shattered\.cache\Windows\SFX\Dialogue_9E69E797.wem		\Actor-Mixer Hierarchy\Dialogue\Dialogue\Dialogue		88264
